Timestep	MeanReward100Episodes	BestMeanReward	Episodes	Exploration	LearningRate	RunningTime
1260000	-9.56	-9.56	831	0.099025	0.00011000000000000002	0.8694048444430034
1270000	-9.23	-9.23	834	0.0989875	0.00011000000000000002	0.863562794526418
1280000	-9.05	-9.05	836	0.09895000000000001	0.00011000000000000002	0.8607831756273906
1290000	-8.86	-8.86	839	0.0989125	0.00011000000000000002	0.8688213308652242
1300000	-8.72	-8.72	841	0.098875	0.00011000000000000002	0.8707125544548034
1310000	-8.59	-8.59	844	0.09883750000000001	0.00011000000000000002	0.8613885402679443
1320000	-8.38	-8.38	847	0.0988	0.00011000000000000002	0.8607966860135396
1330000	-8.34	-8.34	850	0.0987625	0.00011000000000000002	0.8567973415056864
1340000	-8.23	-8.23	853	0.09872500000000001	0.00011000000000000002	0.8592686891555786
1350000	-8.17	-8.17	856	0.09868750000000001	0.00011000000000000002	0.8605231920878093
1360000	-7.99	-7.99	859	0.09865	0.00011000000000000002	0.8668057600657145
1370000	-7.94	-7.93	862	0.0986125	0.00011000000000000002	0.8586727698644002
1380000	-7.84	-7.79	865	0.09857500000000001	0.00011000000000000002	0.8612510760625204
1390000	-7.81	-7.71	868	0.0985375	0.00011000000000000002	0.8579507271448771
1400000	-7.58	-7.58	870	0.0985	0.00011000000000000002	0.862695042292277
1410000	-7.37	-7.37	873	0.09846250000000001	0.00011000000000000002	0.8616720914840699
1420000	-7.17	-7.17	875	0.098425	0.00011000000000000002	0.8663979490598043
1430000	-7.12	-7.03	878	0.0983875	0.00011000000000000002	0.861493174235026
1440000	-6.85	-6.85	881	0.09835	0.00011000000000000002	0.8580887198448182
1450000	-6.65	-6.65	883	0.09831250000000001	0.00011000000000000002	0.857344941298167
1460000	-6.42	-6.39	886	0.098275	0.00011000000000000002	0.8589897791544596
1470000	-6.16	-6.16	888	0.0982375	0.00011000000000000002	0.8622707406679789
1480000	-5.92	-5.92	891	0.09820000000000001	0.00011000000000000002	0.870678699016571
1490000	-5.57	-5.57	894	0.0981625	0.00011000000000000002	0.8616618394851685
1500000	-5.3	-5.3	896	0.098125	0.00011000000000000002	0.8575408856074015
1510000	-4.89	-4.89	899	0.09808750000000001	0.00011000000000000002	0.8621835708618164
1520000	-4.71	-4.71	901	0.09805	0.00011000000000000002	0.859865935643514
1530000	-4.67	-4.67	904	0.0980125	0.00011000000000000002	0.8597523450851441
1540000	-4.55	-4.55	906	0.097975	0.00011000000000000002	0.8707560976346334
1550000	-4.26	-4.26	909	0.09793750000000001	0.00011000000000000002	0.8618847608566285
1560000	-4.32	-4.2	911	0.0979	0.00011000000000000002	0.8590392708778382
1570000	-4.04	-4.04	914	0.0978625	0.00011000000000000002	0.85977117617925
1580000	-3.76	-3.76	916	0.09782500000000001	0.00011000000000000002	0.8593235333760579
1590000	-3.64	-3.64	919	0.0977875	0.00011000000000000002	0.8573254585266114
1600000	-3.39	-3.39	921	0.09775	0.00011000000000000002	0.871925950050354
1610000	-3.15	-3.15	923	0.09771250000000001	0.00011000000000000002	0.8598151008288065
1620000	-3.06	-2.97	926	0.09767500000000001	0.00011000000000000002	0.8624608794848124
1630000	-2.78	-2.78	928	0.0976375	0.00011000000000000002	0.8614945928255717
1640000	-2.88	-2.78	930	0.0976	0.00011000000000000002	0.8590245564778646
1650000	-2.7	-2.7	932	0.09756250000000001	0.00011000000000000002	0.8575262109438578
1660000	-2.65	-2.65	935	0.097525	0.00011000000000000002	0.8698607524236043
1670000	-2.38	-2.38	937	0.0974875	0.00011000000000000002	0.8559725522994995
1680000	-2.3	-2.28	940	0.09745000000000001	0.00011000000000000002	0.8612036228179931
1690000	-2.23	-2.23	942	0.0974125	0.00011000000000000002	0.8578195055325826
1700000	-2.02	-2.02	945	0.097375	0.00011000000000000002	0.8627910852432251
1710000	-1.86	-1.86	947	0.09733750000000001	0.00011000000000000002	0.8633477012316386
1720000	-1.74	-1.73	950	0.09730000000000001	0.00011000000000000002	0.8735006093978882
1730000	-1.44	-1.44	952	0.0972625	0.00011000000000000002	0.8636215488115947
1740000	-1.39	-1.39	954	0.097225	0.00011000000000000002	0.8639238476753235
1750000	-1.29	-1.2	957	0.09718750000000001	0.00011000000000000002	0.8616370479265849
1760000	-1.1	-1.1	959	0.09715	0.00011000000000000002	0.8672049641609192
1770000	-0.93	-0.93	961	0.0971125	0.00011000000000000002	0.8657272219657898
1780000	-0.77	-0.77	963	0.09707500000000001	0.00011000000000000002	0.8729306062062582
1790000	-0.48	-0.48	965	0.0970375	0.00011000000000000002	0.8654417236646016
1800000	-0.51	-0.48	967	0.097	0.00011000000000000002	0.8639129201571146
1810000	-0.37	-0.37	969	0.09696250000000001	0.00011000000000000002	0.8663639227549235
1820000	-0.32	-0.32	971	0.09692500000000001	0.00011000000000000002	0.8718008279800415
1830000	-0.26	-0.26	973	0.0968875	0.00011000000000000002	0.8655515631039937
1840000	-0.34	-0.26	974	0.09685	0.00011000000000000002	0.8730800708134969
1850000	-0.02	-0.02	977	0.09681250000000001	0.00011000000000000002	0.8677050868670145
1860000	0.24	0.24	979	0.096775	0.00011000000000000002	0.8694686373074849
1870000	0.21	0.24	981	0.0967375	0.00011000000000000002	0.8684186061223348
1880000	0.37	0.37	983	0.09670000000000001	0.00011000000000000002	0.8742369929949443
1890000	0.41	0.41	985	0.0966625	0.00011000000000000002	0.8707544684410096
1900000	0.53	0.53	987	0.096625	0.00011000000000000002	0.8787499507268269
1910000	0.64	0.64	989	0.0965875	0.00011000000000000002	0.870372227827708
1920000	0.7	0.72	991	0.09655000000000001	0.00011000000000000002	0.8739039063453674
1930000	0.94	0.94	993	0.0965125	0.00011000000000000002	0.8691919962565104
1940000	1.04	1.04	995	0.096475	0.00011000000000000002	0.8752429167429606
1950000	1.02	1.04	998	0.09643750000000001	0.00011000000000000002	0.8714463551839192
1960000	1.12	1.12	1000	0.0964	0.00011000000000000002	0.9399888356526692
1970000	1.26	1.26	1002	0.0963625	0.00011000000000000002	1.0713773449261983
1980000	1.51	1.51	1004	0.09632500000000001	0.00011000000000000002	0.8709209005037943
1990000	1.6	1.6	1006	0.0962875	0.00011000000000000002	0.8731447378794353
2000000	1.62	1.63	1009	0.09625	0.00011000000000000002	0.8695141871770223
2010000	1.8	1.8	1011	0.0962125	0.00011000000000000002	0.8660627007484436
2020000	1.96	1.96	1013	0.09617500000000001	0.00011000000000000002	0.8763511856396993
2030000	2.12	2.12	1016	0.0961375	0.00011000000000000002	0.8689121921857198
2040000	2.16	2.16	1018	0.0961	0.00011000000000000002	0.867823592821757
2050000	2.39	2.4	1021	0.09606250000000001	0.00011000000000000002	0.8763219118118286
2060000	2.66	2.66	1024	0.096025	0.00011000000000000002	0.8719721039136251
2070000	2.9	2.95	1027	0.0959875	0.00011000000000000002	0.8687345703442891
2080000	3.14	3.14	1029	0.09595000000000001	0.00011000000000000002	0.880586055914561
2090000	3.32	3.32	1032	0.09591250000000001	0.00011000000000000002	0.8750335733095805
2100000	3.63	3.63	1036	0.095875	0.00011000000000000002	0.8732371886571249
2110000	3.9	3.9	1039	0.0958375	0.00011000000000000002	0.8777696967124939
2120000	4.21	4.21	1042	0.09580000000000001	0.00011000000000000002	0.8764443914095561
2130000	4.54	4.54	1045	0.0957625	0.00011000000000000002	0.8785867492357889
2140000	4.61	4.64	1047	0.095725	0.00011000000000000002	0.8853240648905436
2150000	4.92	4.92	1050	0.09568750000000001	0.00011000000000000002	0.8740040580431621
2160000	5.23	5.23	1053	0.09565	0.00011000000000000002	0.8712619781494141
2170000	5.35	5.35	1055	0.0956125	0.00011000000000000002	0.8727582931518555
2180000	5.64	5.64	1058	0.09557500000000001	0.00011000000000000002	0.8679340243339538
2190000	6.04	6.04	1062	0.09553750000000001	0.00011000000000000002	0.8718898177146912
2200000	6.23	6.23	1065	0.0955	0.00011000000000000002	0.8800909439722697
2210000	6.39	6.39	1067	0.0954625	0.00011000000000000002	0.8786771615346273
2220000	6.61	6.61	1070	0.09542500000000001	0.00011000000000000002	0.9132461706797282
2230000	7.01	7.01	1074	0.0953875	0.00011000000000000002	0.9080151875813802
2240000	7.15	7.16	1077	0.09535	0.00011000000000000002	0.9010828296343486
2250000	7.42	7.42	1080	0.09531250000000001	0.00011000000000000002	0.9183653155962627
2260000	7.93	7.93	1084	0.095275	0.00011000000000000002	0.8993565082550049
2270000	8.22	8.22	1088	0.0952375	0.00011000000000000002	0.8972307006518047
2280000	8.69	8.69	1091	0.0952	0.00011000000000000002	0.9006307204564412
2290000	8.75	8.75	1095	0.09516250000000001	0.00011000000000000002	0.9007291436195374
2300000	9.09	9.09	1098	0.095125	0.00011000000000000002	0.8999236067136128
2310000	9.34	9.34	1102	0.0950875	0.00011000000000000002	0.9074146389961243
2320000	9.65	9.65	1106	0.09505000000000001	0.00011000000000000002	0.8981523076693217
2330000	10.03	10.03	1110	0.0950125	0.00011000000000000002	0.899759046236674
2340000	10.41	10.41	1114	0.094975	0.00011000000000000002	0.9013727744420369
2350000	10.67	10.67	1117	0.09493750000000001	0.00011000000000000002	0.8982543389002482
2360000	10.88	10.88	1121	0.09490000000000001	0.00011000000000000002	0.9000791072845459
2370000	11.01	11.01	1125	0.0948625	0.00011000000000000002	0.9136808395385743
2380000	11.11	11.11	1128	0.094825	0.00011000000000000002	0.9027678410212199
2390000	11.34	11.34	1132	0.09478750000000001	0.00011000000000000002	0.9042889753977458
2400000	11.51	11.51	1136	0.09475	0.00011000000000000002	0.8985851367314657
2410000	11.63	11.63	1140	0.0947125	0.00011000000000000002	0.9012328068415324
2420000	11.78	11.78	1143	0.09467500000000001	0.00011000000000000002	0.9027989268302917
2430000	12.04	12.04	1147	0.0946375	0.00011000000000000002	0.9152939081192016
2440000	12.4	12.4	1151	0.0946	0.00011000000000000002	0.9079707344373067
2450000	12.8	12.8	1156	0.09456250000000001	0.00011000000000000002	0.9140639662742615
2460000	12.99	12.99	1159	0.094525	0.00011000000000000002	0.9065032800038656
2470000	13.24	13.24	1164	0.0944875	0.00011000000000000002	0.905642306804657
2480000	13.4	13.4	1167	0.09445	0.00011000000000000002	0.9137917717297872
2490000	13.54	13.57	1171	0.09441250000000001	0.00011000000000000002	0.9050535281499227
2500000	13.56	13.62	1175	0.094375	0.00011000000000000002	0.9131723562876384
2510000	13.54	13.62	1178	0.0943375	0.00011000000000000002	0.9131534496943156
2520000	13.46	13.62	1182	0.09430000000000001	0.00011000000000000002	0.9070240219434103
2530000	13.5	13.62	1185	0.0942625	0.00011000000000000002	0.9088355501492819
2540000	13.33	13.62	1188	0.094225	0.00011000000000000002	0.9222744385401408
2550000	13.24	13.62	1192	0.09418750000000001	0.00011000000000000002	0.9098919749259948
2560000	13.43	13.62	1196	0.09415000000000001	0.00011000000000000002	0.9185954292615255
2570000	13.49	13.62	1200	0.0941125	0.00011000000000000002	0.913616935412089
2580000	13.31	13.62	1203	0.094075	0.00011000000000000002	0.908547576268514
2590000	13.25	13.62	1206	0.09403750000000001	0.00011000000000000002	0.900878890355428
2600000	13.08	13.62	1210	0.094	0.00011000000000000002	0.9125281016031901
2610000	13.1	13.62	1214	0.0939625	0.00011000000000000002	0.8989086627960206
2620000	13.22	13.62	1218	0.09392500000000001	0.00011000000000000002	0.9061822772026062
2630000	13.01	13.62	1221	0.0938875	0.00011000000000000002	0.9060737291971842
2640000	12.92	13.62	1225	0.09385	0.00011000000000000002	0.8972402254740397
2650000	13.04	13.62	1229	0.09381250000000001	0.00011000000000000002	0.9054635961850485
2660000	13.09	13.62	1233	0.09377500000000001	0.00011000000000000002	0.9025285998980205
2670000	13.12	13.62	1238	0.0937375	0.00011000000000000002	0.9066283543904622
2680000	13.23	13.62	1242	0.0937	0.00011000000000000002	0.905569609006246
2690000	13.37	13.62	1246	0.09366250000000001	0.00011000000000000002	0.8995636423428853
2700000	13.19	13.62	1250	0.093625	0.00011000000000000002	0.8987057685852051
2710000	13.03	13.62	1254	0.0935875	0.00011000000000000002	0.9083421111106873
2720000	13.0	13.62	1258	0.09355000000000001	0.00011000000000000002	0.8964252352714539
2730000	12.92	13.62	1261	0.0935125	0.00011000000000000002	0.8993212540944417
2740000	12.76	13.62	1265	0.093475	0.00011000000000000002	0.9004109899202982
2750000	12.83	13.62	1269	0.0934375	0.00011000000000000002	0.8976605653762817
2760000	12.99	13.62	1273	0.09340000000000001	0.00011000000000000002	0.8969618638356527
2770000	12.92	13.62	1276	0.0933625	0.00011000000000000002	0.9134767214457195
2780000	13.03	13.62	1280	0.093325	0.00011000000000000002	0.9071344455083211
2790000	13.15	13.62	1284	0.09328750000000001	0.00011000000000000002	0.9066864967346191
2800000	13.24	13.62	1288	0.09325	0.00011000000000000002	0.9025276899337769
2810000	13.29	13.62	1292	0.0932125	0.00011000000000000002	0.9015148758888245
2820000	13.11	13.62	1295	0.09317500000000001	0.00011000000000000002	0.9058939218521118
2830000	13.14	13.62	1299	0.09313750000000001	0.00011000000000000002	0.912199870745341
2840000	13.33	13.62	1303	0.0931	0.00011000000000000002	0.9057263215382894
2850000	13.48	13.62	1307	0.0930625	0.00011000000000000002	0.9003629485766093
2860000	13.57	13.62	1310	0.09302500000000001	0.00011000000000000002	0.8962520996729533
2870000	13.6	13.62	1314	0.0929875	0.00011000000000000002	0.9045419335365296
2880000	13.51	13.62	1318	0.09295	0.00011000000000000002	0.9147383252779643
2890000	13.82	13.82	1322	0.09291250000000001	0.00011000000000000002	0.8984770735104879
2900000	13.88	13.88	1326	0.092875	0.00011000000000000002	0.9144366184870402
2910000	14.04	14.04	1330	0.0928375	0.00011000000000000002	0.9164069970448812
2920000	13.97	14.04	1334	0.09280000000000001	0.00011000000000000002	0.9013603846232097
2930000	13.98	14.04	1338	0.0927625	0.00011000000000000002	0.9076915144920349
2940000	13.78	14.04	1342	0.092725	0.00011000000000000002	0.9256774663925171
2950000	13.73	14.04	1346	0.0926875	0.00011000000000000002	0.9069969971974691
2960000	13.85	14.04	1350	0.09265000000000001	0.00011000000000000002	0.915446408589681
2970000	13.91	14.04	1354	0.0926125	0.00011000000000000002	0.9091903249422709
2980000	14.07	14.07	1358	0.092575	0.00011000000000000002	0.900275719165802
2990000	14.19	14.19	1362	0.09253750000000001	0.00011000000000000002	0.9051039536794027
3000000	14.17	14.19	1366	0.0925	0.00011000000000000002	0.9173402746518453
3010000	14.23	14.24	1370	0.0924625	0.00011000000000000002	0.9127984007199605
3020000	14.4	14.4	1375	0.09242500000000001	0.00011000000000000002	0.9084997097651164
3030000	14.49	14.49	1379	0.09238750000000001	0.00011000000000000002	0.9106642325719198
3040000	14.44	14.51	1383	0.09235	0.00011000000000000002	0.9150134444236755
3050000	14.68	14.68	1388	0.0923125	0.00011000000000000002	0.9263782819112142
3060000	14.77	14.77	1392	0.09227500000000001	0.00011000000000000002	0.9073263168334961
3070000	14.94	14.98	1395	0.0922375	0.00011000000000000002	0.9084457794825236
3080000	14.99	15.0	1400	0.0922	0.00011000000000000002	0.9026263991991679
3090000	15.14	15.14	1404	0.09216250000000001	0.00011000000000000002	0.9051052172978719
3100000	15.18	15.19	1408	0.09212500000000001	0.00011000000000000002	0.9028069456418355
3110000	15.21	15.21	1412	0.0920875	0.00011000000000000002	0.9127223292986552
3120000	15.35	15.35	1416	0.09205	0.00011000000000000002	0.9011283795038859
3130000	15.42	15.42	1419	0.09201250000000001	0.00011000000000000002	0.8977114995320638
3140000	15.42	15.42	1424	0.091975	0.00011000000000000002	0.8959020018577576
3150000	15.42	15.45	1428	0.0919375	0.00011000000000000002	0.9027966936429341
3160000	15.42	15.45	1432	0.09190000000000001	0.00011000000000000002	0.9003043214480082
3170000	15.53	15.53	1437	0.0918625	0.00011000000000000002	0.9159764846165975
3180000	15.68	15.68	1441	0.091825	0.00011000000000000002	0.8960290074348449
3190000	15.91	15.91	1446	0.09178750000000001	0.00011000000000000002	0.8940356453259786
3200000	15.94	15.94	1450	0.09175	0.00011000000000000002	0.8887592871983846
3210000	16.0	16.02	1455	0.0917125	0.00011000000000000002	0.8916139960289001
3220000	16.0	16.02	1459	0.091675	0.00011000000000000002	0.8952213327089945
3230000	16.28	16.28	1464	0.09163750000000001	0.00011000000000000002	0.9020723779996236
3240000	16.38	16.39	1468	0.0916	0.00011000000000000002	0.8927795847256979
3250000	16.47	16.47	1473	0.0915625	0.00011000000000000002	0.8986568172772725
3260000	16.56	16.59	1477	0.09152500000000001	0.00011000000000000002	0.8910126407941182
3270000	16.53	16.59	1482	0.0914875	0.00011000000000000002	0.8943814039230347
