Timestep	MeanReward100Episodes	BestMeanReward	Episodes	Exploration	LearningRate	RunningTime
1270000	-11.3	-11.13	868	0.0989875	0.0001	0.8762368122736613
1280000	-11.03	-11.03	871	0.09895000000000001	0.0001	0.8989102125167847
1290000	-10.9	-10.9	874	0.0989125	0.0001	0.8845855077107747
1300000	-10.86	-10.86	877	0.098875	0.0001	0.877519957224528
1310000	-10.97	-10.86	882	0.09883750000000001	0.0001	0.881944461663564
1320000	-10.91	-10.83	885	0.0988	0.0001	0.8728884339332581
1330000	-10.93	-10.83	888	0.0987625	0.0001	0.8767184575398763
1340000	-10.99	-10.83	892	0.09872500000000001	0.0001	0.8870174090067545
1350000	-10.63	-10.63	895	0.09868750000000001	0.0001	0.8770096659660339
1360000	-10.69	-10.55	898	0.09865	0.0001	0.8744342684745788
1370000	-10.75	-10.55	902	0.0986125	0.0001	0.8749170144399007
1380000	-10.82	-10.55	905	0.09857500000000001	0.0001	0.8761297702789307
1390000	-10.57	-10.55	908	0.0985375	0.0001	0.8759398500124613
1400000	-10.37	-10.36	911	0.0985	0.0001	0.8828445553779602
1410000	-10.27	-10.27	914	0.09846250000000001	0.0001	0.8742403388023376
1420000	-10.18	-10.18	918	0.098425	0.0001	0.8732979973157247
1430000	-9.96	-9.96	921	0.0983875	0.0001	0.8787375291188558
1440000	-9.84	-9.78	924	0.09835	0.0001	0.8743703722953796
1450000	-9.5	-9.5	927	0.09831250000000001	0.0001	0.8917020916938782
1460000	-9.4	-9.4	929	0.098275	0.0001	0.8758354306221008
1470000	-9.1	-9.1	932	0.0982375	0.0001	0.8715148369471232
1480000	-8.83	-8.82	935	0.09820000000000001	0.0001	0.8743711392084758
1490000	-8.71	-8.71	938	0.0981625	0.0001	0.8771538774172465
1500000	-8.56	-8.53	941	0.098125	0.0001	0.8727947433789571
