Timestep	MeanReward100Episodes	BestMeanReward	Episodes	Exploration	LearningRate	RunningTime
1040000	-14.39	-14.39	787	0.09985000000000001	0.0001	0.8906638423601786
1050000	-14.1	-14.1	790	0.09981250000000001	0.0001	0.8784055431683858
1060000	-13.96	-13.96	794	0.099775	0.0001	0.8808046460151673
1070000	-13.89	-13.89	797	0.0997375	0.0001	0.8743439396222432
1080000	-13.72	-13.72	801	0.09970000000000001	0.0001	0.8800488193829854
1090000	-13.38	-13.38	804	0.0996625	0.0001	0.8779184341430664
1100000	-13.13	-13.13	808	0.099625	0.0001	0.88344331185023
1110000	-13.12	-13.12	812	0.09958750000000001	0.0001	0.8713727037111918
1120000	-13.1	-13.08	816	0.09955	0.0001	0.8721869985262553
1130000	-12.95	-12.92	820	0.0995125	0.0001	0.8718298633893331
1140000	-12.83	-12.83	823	0.09947500000000001	0.0001	0.8708810806274414
1150000	-12.69	-12.69	827	0.09943750000000001	0.0001	0.8712939182917278
1160000	-12.62	-12.62	830	0.0994	0.0001	0.8864184419314066
1170000	-12.66	-12.62	834	0.0993625	0.0001	0.8778916637102763
1180000	-12.59	-12.59	837	0.09932500000000001	0.0001	0.8759785691897074
1190000	-12.31	-12.31	840	0.0992875	0.0001	0.883900249004364
1200000	-12.31	-12.29	844	0.09925	0.0001	0.8858561197916667
1210000	-11.99	-11.99	847	0.09921250000000001	0.0001	0.8789128383000692
1220000	-11.86	-11.85	850	0.099175	0.0001	0.8935680150985718
1230000	-11.73	-11.73	854	0.0991375	0.0001	0.8786087354024251
1240000	-11.63	-11.63	857	0.09910000000000001	0.0001	0.8733235359191894
1250000	-11.36	-11.36	861	0.09906250000000001	0.0001	0.8749286532402039
1260000	-11.26	-11.26	864	0.099025	0.0001	0.875400710105896
